APP_NAME,-funsafe-math-optimizations ,-fno-guess-branch-probability ,-fno-ivopts ,-fno-tree-loop-optimize ,-fno-inline-functions ,-funroll-all-loops ,-O2 ,execution_time_1,execution_time_2,execution_time_3,execution_time_4,execution_time_5,code_size
linear-algebra/kernels/2mm,X,-fno-guess-branch-probability ,X,-fno-tree-loop-optimize ,X,X,X,2.2E-05,0.000588,15.635481,15.651715,0,14712
linear-algebra/kernels/2mm,X,-fno-guess-branch-probability ,X,X,-fno-inline-functions ,X,X,2.1E-05,0.000551,15.777133,15.81822,0,18864
linear-algebra/kernels/2mm,X,-fno-guess-branch-probability ,X,X,X,-funroll-all-loops ,X,2.1E-05,0.00048,15.609743,15.676734,0,18832
linear-algebra/kernels/2mm,X,-fno-guess-branch-probability ,X,X,X,X,-O2 ,2.1E-05,0.000541,16.055715,16.090868,0,14744
linear-algebra/kernels/2mm,X,X,-fno-ivopts ,-fno-tree-loop-optimize ,X,X,X,2.2E-05,0.000563,16.193922,16.04531,0,14792
linear-algebra/kernels/2mm,X,X,-fno-ivopts ,X,-fno-inline-functions ,X,X,2.4E-05,0.00056,16.079359,15.971404,0,18864
linear-algebra/kernels/2mm,X,X,-fno-ivopts ,X,X,-funroll-all-loops ,X,2.1E-05,0.000498,15.82733,15.637481,0,18912
linear-algebra/kernels/2mm,X,X,-fno-ivopts ,X,X,X,-O2 ,2.4E-05,0.000577,15.852829,15.642421,0,14744
linear-algebra/kernels/2mm,X,X,X,-fno-tree-loop-optimize ,-fno-inline-functions ,X,X,2.3E-05,0.00056,15.681984,15.650668,0,14744
linear-algebra/kernels/2mm,X,X,X,-fno-tree-loop-optimize ,X,-funroll-all-loops ,X,2.1E-05,0.000504,15.432522,15.410266,0,14792
linear-algebra/kernels/2mm,X,X,X,-fno-tree-loop-optimize ,X,X,-O2 ,2.4E-05,0.000572,15.798142,15.734169,0,14744
linear-algebra/kernels/2mm,X,X,X,X,-fno-inline-functions ,-funroll-all-loops ,X,2.1E-05,0.000496,15.812966,15.230645,0,18864
linear-algebra/kernels/2mm,X,X,X,X,-fno-inline-functions ,X,-O2 ,2E-05,0.000549,15.446469,15.331079,0,14744
linear-algebra/kernels/2mm,X,X,X,X,X,-funroll-all-loops ,-O2 ,2.1E-05,0.000514,15.061505,14.930811,0,14744
linear-algebra/kernels/2mm,-funsafe-math-optimizations ,-fno-guess-branch-probability ,-fno-ivopts ,X,X,X,X,2.4E-05,0.00054,15.335835,15.245963,0,20264
linear-algebra/kernels/2mm,-funsafe-math-optimizations ,-fno-guess-branch-probability ,X,-fno-tree-loop-optimize ,X,X,X,2.4E-05,0.000577,15.333035,15.313843,0,16144
linear-algebra/kernels/2mm,-funsafe-math-optimizations ,-fno-guess-branch-probability ,X,X,-fno-inline-functions ,X,X,2E-05,0.000557,15.263835,15.293759,0,20296
linear-algebra/kernels/2mm,-funsafe-math-optimizations ,-fno-guess-branch-probability ,X,X,X,-funroll-all-loops ,X,2.1E-05,0.000492,15.779741,15.759653,0,20264
linear-algebra/kernels/2mm,-funsafe-math-optimizations ,-fno-guess-branch-probability ,X,X,X,X,-O2 ,2E-05,0.000586,15.559689,15.533644,0,16176
linear-algebra/kernels/2mm,-funsafe-math-optimizations ,X,-fno-ivopts ,-fno-tree-loop-optimize ,X,X,X,2.2E-05,0.000583,15.908098,15.915381,0,16224
linear-algebra/kernels/2mm,-funsafe-math-optimizations ,X,-fno-ivopts ,X,-fno-inline-functions ,X,X,2.2E-05,0.000591,16.088873,16.064923,0,20296
linear-algebra/kernels/2mm,-funsafe-math-optimizations ,X,-fno-ivopts ,X,X,-funroll-all-loops ,X,2.1E-05,0.000517,16.125061,16.014588,0,20344
linear-algebra/kernels/2mm,-funsafe-math-optimizations ,X,-fno-ivopts ,X,X,X,-O2 ,2.4E-05,0.000578,16.187361,16.049074,0,16176
linear-algebra/kernels/2mm,-funsafe-math-optimizations ,X,X,-fno-tree-loop-optimize ,-fno-inline-functions ,X,X,2.4E-05,0.000552,16.025971,15.940966,0,16176
linear-algebra/kernels/2mm,-funsafe-math-optimizations ,X,X,-fno-tree-loop-optimize ,X,-funroll-all-loops ,X,2.2E-05,0.000504,15.688906,15.603587,0,16224
linear-algebra/kernels/2mm,-funsafe-math-optimizations ,X,X,-fno-tree-loop-optimize ,X,X,-O2 ,2.4E-05,0.000545,15.794873,15.71855,0,16176
linear-algebra/kernels/2mm,-funsafe-math-optimizations ,X,X,X,-fno-inline-functions ,-funroll-all-loops ,X,2E-05,0.000488,15.370865,15.257302,0,20296
linear-algebra/kernels/2mm,-funsafe-math-optimizations ,X,X,X,-fno-inline-functions ,X,-O2 ,2E-05,0.000554,15.406645,15.231345,0,16176
linear-algebra/kernels/2mm,-funsafe-math-optimizations ,X,X,X,X,-funroll-all-loops ,-O2 ,2E-05,0.000482,15.452397,15.439748,0,16176
linear-algebra/kernels/2mm,X,-fno-guess-branch-probability ,-fno-ivopts ,-fno-tree-loop-optimize ,X,X,X,2.2E-05,0.000568,15.310734,15.218244,0,14712
linear-algebra/kernels/2mm,X,-fno-guess-branch-probability ,-fno-ivopts ,X,-fno-inline-functions ,X,X,2.3E-05,0.000556,15.288069,15.218079,0,18864
linear-algebra/kernels/2mm,X,-fno-guess-branch-probability ,-fno-ivopts ,X,X,-funroll-all-loops ,X,2E-05,0.000496,15.101674,15.089269,0,18832
linear-algebra/kernels/2mm,X,-fno-guess-branch-probability ,-fno-ivopts ,X,X,X,-O2 ,2.3E-05,0.000572,15.454503,15.404093,0,14744
linear-algebra/kernels/2mm,X,-fno-guess-branch-probability ,X,-fno-tree-loop-optimize ,-fno-inline-functions ,X,X,2.4E-05,0.000579,15.587338,15.525833,0,14744
linear-algebra/kernels/2mm,X,-fno-guess-branch-probability ,X,-fno-tree-loop-optimize ,X,-funroll-all-loops ,X,2.1E-05,0.000502,15.434851,15.363944,0,14712
linear-algebra/kernels/2mm,X,-fno-guess-branch-probability ,X,-fno-tree-loop-optimize ,X,X,-O2 ,2.4E-05,0.000565,16.041538,15.959396,0,14744
linear-algebra/kernels/2mm,X,-fno-guess-branch-probability ,X,X,-fno-inline-functions ,-funroll-all-loops ,X,2E-05,0.000496,15.780229,15.801073,0,18864
linear-algebra/kernels/2mm,X,-fno-guess-branch-probability ,X,X,-fno-inline-functions ,X,-O2 ,2.1E-05,0.000542,15.734535,15.706599,0,14744
linear-algebra/kernels/2mm,X,-fno-guess-branch-probability ,X,X,X,-funroll-all-loops ,-O2 ,2E-05,0.000476,15.720582,15.717085,0,14744
linear-algebra/kernels/2mm,X,X,-fno-ivopts ,-fno-tree-loop-optimize ,-fno-inline-functions ,X,X,2.3E-05,0.000563,15.512077,15.468814,0,14744
linear-algebra/kernels/2mm,X,X,-fno-ivopts ,-fno-tree-loop-optimize ,X,-funroll-all-loops ,X,2.1E-05,0.000499,15.288857,15.202363,0,14792
linear-algebra/kernels/2mm,X,X,-fno-ivopts ,-fno-tree-loop-optimize ,X,X,-O2 ,2.4E-05,0.000571,15.301538,15.208966,0,14744
linear-algebra/kernels/2mm,X,X,-fno-ivopts ,X,-fno-inline-functions ,-funroll-all-loops ,X,2.1E-05,0.000511,15.152284,15.058838,0,18864
linear-algebra/kernels/2mm,X,X,-fno-ivopts ,X,-fno-inline-functions ,X,-O2 ,2.3E-05,0.000575,15.339607,15.260075,0,14744
linear-algebra/kernels/2mm,X,X,-fno-ivopts ,X,X,-funroll-all-loops ,-O2 ,2.1E-05,0.000523,15.296236,15.185091,0,14744
linear-algebra/kernels/2mm,X,X,X,-fno-tree-loop-optimize ,-fno-inline-functions ,-funroll-all-loops ,X,2.2E-05,0.000502,15.130601,15.049625,0,14744
linear-algebra/kernels/2mm,X,X,X,-fno-tree-loop-optimize ,-fno-inline-functions ,X,-O2 ,2.3E-05,0.00058,15.296919,15.211565,0,14744
linear-algebra/kernels/2mm,X,X,X,-fno-tree-loop-optimize ,X,-funroll-all-loops ,-O2 ,2.2E-05,0.000522,15.199909,15.128154,0,14744
linear-algebra/kernels/2mm,X,X,X,X,-fno-inline-functions ,-funroll-all-loops ,-O2 ,2E-05,0.00048,15.32538,15.194177,0,14744
linear-algebra/kernels/2mm,-funsafe-math-optimizations ,-fno-guess-branch-probability ,-fno-ivopts ,-fno-tree-loop-optimize ,X,X,X,2.4E-05,0.000571,15.733465,15.658867,0,16144
linear-algebra/kernels/2mm,-funsafe-math-optimizations ,-fno-guess-branch-probability ,-fno-ivopts ,X,-fno-inline-functions ,X,X,2.4E-05,0.000586,15.892748,15.807863,0,20296
linear-algebra/kernels/2mm,-funsafe-math-optimizations ,-fno-guess-branch-probability ,-fno-ivopts ,X,X,-funroll-all-loops ,X,2.1E-05,0.000512,15.792944,15.718445,0,20264
linear-algebra/kernels/2mm,-funsafe-math-optimizations ,-fno-guess-branch-probability ,-fno-ivopts ,X,X,X,-O2 ,2.4E-05,0.00058,16.176912,16.128674,0,16176
linear-algebra/kernels/2mm,-funsafe-math-optimizations ,-fno-guess-branch-probability ,X,-fno-tree-loop-optimize ,-fno-inline-functions ,X,X,2.2E-05,0.000561,16.163133,16.105628,0,16176
linear-algebra/kernels/2mm,-funsafe-math-optimizations ,-fno-guess-branch-probability ,X,-fno-tree-loop-optimize ,X,-funroll-all-loops ,X,2.1E-05,0.00049,15.800061,15.732792,0,16144
linear-algebra/kernels/2mm,-funsafe-math-optimizations ,-fno-guess-branch-probability ,X,-fno-tree-loop-optimize ,X,X,-O2 ,2.2E-05,0.000561,15.909047,15.82928,0,16176
linear-algebra/kernels/2mm,-funsafe-math-optimizations ,-fno-guess-branch-probability ,X,X,-fno-inline-functions ,-funroll-all-loops ,X,2.1E-05,0.000516,15.594871,15.533485,0,20296
linear-algebra/kernels/2mm,-funsafe-math-optimizations ,-fno-guess-branch-probability ,X,X,-fno-inline-functions ,X,-O2 ,2E-05,0.000559,15.473533,15.357906,0,16176
linear-algebra/kernels/2mm,-funsafe-math-optimizations ,-fno-guess-branch-probability ,X,X,X,-funroll-all-loops ,-O2 ,2.1E-05,0.000473,15.422258,15.341283,0,16176
linear-algebra/kernels/2mm,-funsafe-math-optimizations ,X,-fno-ivopts ,-fno-tree-loop-optimize ,-fno-inline-functions ,X,X,2.4E-05,0.000567,15.344638,15.21832,0,16176
linear-algebra/kernels/2mm,-funsafe-math-optimizations ,X,-fno-ivopts ,-fno-tree-loop-optimize ,X,-funroll-all-loops ,X,2.2E-05,0.000498,15.144662,15.032626,0,16224
linear-algebra/kernels/2mm,-funsafe-math-optimizations ,X,-fno-ivopts ,-fno-tree-loop-optimize ,X,X,-O2 ,2.4E-05,0.000542,15.311518,15.214715,0,16176
linear-algebra/kernels/2mm,-funsafe-math-optimizations ,X,-fno-ivopts ,X,-fno-inline-functions ,-funroll-all-loops ,X,2.1E-05,0.000501,15.392039,15.280413,0,20296
linear-algebra/kernels/2mm,-funsafe-math-optimizations ,X,-fno-ivopts ,X,-fno-inline-functions ,X,-O2 ,2.4E-05,0.000555,15.631996,15.524007,0,16176
linear-algebra/kernels/2mm,-funsafe-math-optimizations ,X,-fno-ivopts ,X,X,-funroll-all-loops ,-O2 ,2.1E-05,0.000506,15.687282,15.617842,0,16176
linear-algebra/kernels/2mm,-funsafe-math-optimizations ,X,X,-fno-tree-loop-optimize ,-fno-inline-functions ,-funroll-all-loops ,X,2.2E-05,0.000503,16.199363,16.15036,0,16176
linear-algebra/kernels/2mm,-funsafe-math-optimizations ,X,X,-fno-tree-loop-optimize ,-fno-inline-functions ,X,-O2 ,2.3E-05,0.000591,16.011269,15.961374,0,16176
linear-algebra/kernels/2mm,-funsafe-math-optimizations ,X,X,-fno-tree-loop-optimize ,X,-funroll-all-loops ,-O2 ,2.2E-05,0.00052,16.509972,16.371781,0,16176
linear-algebra/kernels/2mm,-funsafe-math-optimizations ,X,X,X,-fno-inline-functions ,-funroll-all-loops ,-O2 ,2.1E-05,0.000506,16.208724,16.15278,0,16176
linear-algebra/kernels/2mm,X,-fno-guess-branch-probability ,-fno-ivopts ,-fno-tree-loop-optimize ,-fno-inline-functions ,X,X,2.4E-05,0.000568,16.034458,15.950304,0,14744
linear-algebra/kernels/2mm,X,-fno-guess-branch-probability ,-fno-ivopts ,-fno-tree-loop-optimize ,X,-funroll-all-loops ,X,2.1E-05,0.000508,15.622499,15.537666,0,14712
linear-algebra/kernels/2mm,X,-fno-guess-branch-probability ,-fno-ivopts ,-fno-tree-loop-optimize ,X,X,-O2 ,2.4E-05,0.00055,15.769628,15.687716,0,14744
linear-algebra/kernels/2mm,X,-fno-guess-branch-probability ,-fno-ivopts ,X,-fno-inline-functions ,-funroll-all-loops ,X,2E-05,0.000488,15.396663,15.308755,0,18864
linear-algebra/kernels/2mm,X,-fno-guess-branch-probability ,-fno-ivopts ,X,-fno-inline-functions ,X,-O2 ,2.3E-05,0.000556,15.467497,15.360978,0,14744
linear-algebra/kernels/2mm,X,-fno-guess-branch-probability ,-fno-ivopts ,X,X,-funroll-all-loops ,-O2 ,2E-05,0.000516,15.101109,15.0112,0,14744
linear-algebra/kernels/2mm,X,-fno-guess-branch-probability ,X,-fno-tree-loop-optimize ,-fno-inline-functions ,-funroll-all-loops ,X,2.1E-05,0.000472,15.100985,15.075283,0,14744
linear-algebra/kernels/2mm,X,-fno-guess-branch-probability ,X,-fno-tree-loop-optimize ,-fno-inline-functions ,X,-O2 ,2.4E-05,0.000559,15.329131,15.227294,0,14744
linear-algebra/kernels/2mm,X,-fno-guess-branch-probability ,X,-fno-tree-loop-optimize ,X,-funroll-all-loops ,-O2 ,2E-05,0.000483,15.308632,15.143966,0,14744
linear-algebra/kernels/2mm,X,-fno-guess-branch-probability ,X,X,-fno-inline-functions ,-funroll-all-loops ,-O2 ,2.1E-05,0.000475,15.717503,15.566973,0,14744
linear-algebra/kernels/2mm,X,X,-fno-ivopts ,-fno-tree-loop-optimize ,-fno-inline-functions ,-funroll-all-loops ,X,2.1E-05,0.000488,15.177708,15.237835,0,14744
linear-algebra/kernels/2mm,X,X,-fno-ivopts ,-fno-tree-loop-optimize ,-fno-inline-functions ,X,-O2 ,2.4E-05,0.000577,15.442343,15.332666,0,14744
linear-algebra/kernels/2mm,X,X,-fno-ivopts ,-fno-tree-loop-optimize ,X,-funroll-all-loops ,-O2 ,2.1E-05,0.000508,15.466389,15.302275,0,14744
linear-algebra/kernels/2mm,X,X,-fno-ivopts ,X,-fno-inline-functions ,-funroll-all-loops ,-O2 ,2.1E-05,0.000524,15.5876,15.416419,0,14744
linear-algebra/kernels/2mm,X,X,X,-fno-tree-loop-optimize ,-fno-inline-functions ,-funroll-all-loops ,-O2 ,2.2E-05,0.000493,15.737684,15.694812,0,14744
linear-algebra/kernels/2mm,-funsafe-math-optimizations ,-fno-guess-branch-probability ,-fno-ivopts ,-fno-tree-loop-optimize ,-fno-inline-functions ,X,X,2.2E-05,0.000558,16.082826,15.974269,0,16176
linear-algebra/kernels/2mm,-funsafe-math-optimizations ,-fno-guess-branch-probability ,-fno-ivopts ,-fno-tree-loop-optimize ,X,-funroll-all-loops ,X,2.1E-05,0.000514,15.93861,15.815711,0,16144
linear-algebra/kernels/2mm,-funsafe-math-optimizations ,-fno-guess-branch-probability ,-fno-ivopts ,-fno-tree-loop-optimize ,X,X,-O2 ,2.2E-05,0.000559,16.146739,16.069075,0,16176
linear-algebra/kernels/2mm,-funsafe-math-optimizations ,-fno-guess-branch-probability ,-fno-ivopts ,X,-fno-inline-functions ,-funroll-all-loops ,X,2.1E-05,0.000487,15.674531,15.629551,0,20296
linear-algebra/kernels/2mm,-funsafe-math-optimizations ,-fno-guess-branch-probability ,-fno-ivopts ,X,-fno-inline-functions ,X,-O2 ,2.4E-05,0.000586,15.844924,15.864339,0,16176
linear-algebra/kernels/2mm,-funsafe-math-optimizations ,-fno-guess-branch-probability ,-fno-ivopts ,X,X,-funroll-all-loops ,-O2 ,2.1E-05,0.000491,15.290417,15.215839,0,16176
linear-algebra/kernels/2mm,-funsafe-math-optimizations ,-fno-guess-branch-probability ,X,-fno-tree-loop-optimize ,-fno-inline-functions ,-funroll-all-loops ,X,2E-05,0.000496,15.040492,15.013774,0,16176
linear-algebra/kernels/2mm,-funsafe-math-optimizations ,-fno-guess-branch-probability ,X,-fno-tree-loop-optimize ,-fno-inline-functions ,X,-O2 ,2.2E-05,0.000581,15.440743,15.417891,0,16176
linear-algebra/kernels/2mm,-funsafe-math-optimizations ,-fno-guess-branch-probability ,X,-fno-tree-loop-optimize ,X,-funroll-all-loops ,-O2 ,2.1E-05,0.00051,15.126899,15.041526,0,16176
linear-algebra/kernels/2mm,-funsafe-math-optimizations ,-fno-guess-branch-probability ,X,X,-fno-inline-functions ,-funroll-all-loops ,-O2 ,2.1E-05,0.000481,15.292148,15.107645,0,16176
linear-algebra/kernels/2mm,-funsafe-math-optimizations ,X,-fno-ivopts ,-fno-tree-loop-optimize ,-fno-inline-functions ,-funroll-all-loops ,X,2.2E-05,0.000506,15.71867,15.823511,0,16176
linear-algebra/kernels/2mm,-funsafe-math-optimizations ,X,-fno-ivopts ,-fno-tree-loop-optimize ,-fno-inline-functions ,X,-O2 ,2.4E-05,0.000621,15.404601,15.309979,0,16176
linear-algebra/kernels/2mm,-funsafe-math-optimizations ,X,-fno-ivopts ,-fno-tree-loop-optimize ,X,-funroll-all-loops ,-O2 ,2.3E-05,0.000495,15.816775,15.757568,0,16176
linear-algebra/kernels/2mm,-funsafe-math-optimizations ,X,-fno-ivopts ,X,-fno-inline-functions ,-funroll-all-loops ,-O2 ,2.1E-05,0.000512,15.452563,15.172334,0,16176
linear-algebra/kernels/2mm,-funsafe-math-optimizations ,X,X,-fno-tree-loop-optimize ,-fno-inline-functions ,-funroll-all-loops ,-O2 ,2.1E-05,0.000516,16.020063,16.139672,0,16176
linear-algebra/kernels/2mm,X,-fno-guess-branch-probability ,-fno-ivopts ,-fno-tree-loop-optimize ,-fno-inline-functions ,-funroll-all-loops ,X,2.1E-05,0.000504,15.265631,15.288827,0,14744
linear-algebra/kernels/2mm,X,-fno-guess-branch-probability ,-fno-ivopts ,-fno-tree-loop-optimize ,-fno-inline-functions ,X,-O2 ,2.4E-05,0.00057,15.446583,15.405586,0,14744
linear-algebra/kernels/2mm,X,-fno-guess-branch-probability ,-fno-ivopts ,-fno-tree-loop-optimize ,X,-funroll-all-loops ,-O2 ,2.1E-05,0.000528,15.145046,15.12069,0,14744
linear-algebra/kernels/2mm,X,-fno-guess-branch-probability ,-fno-ivopts ,X,-fno-inline-functions ,-funroll-all-loops ,-O2 ,2.1E-05,0.000511,15.076932,14.995919,0,14744
linear-algebra/kernels/2mm,X,-fno-guess-branch-probability ,X,-fno-tree-loop-optimize ,-fno-inline-functions ,-funroll-all-loops ,-O2 ,2.1E-05,0.000514,15.182004,15.08886,0,14744
linear-algebra/kernels/2mm,X,X,-fno-ivopts ,-fno-tree-loop-optimize ,-fno-inline-functions ,-funroll-all-loops ,-O2 ,2.1E-05,0.000543,15.41277,15.165768,0,14744
linear-algebra/kernels/2mm,-funsafe-math-optimizations ,-fno-guess-branch-probability ,-fno-ivopts ,-fno-tree-loop-optimize ,-fno-inline-functions ,-funroll-all-loops ,X,2.1E-05,0.000517,15.294758,15.21846,0,16176
linear-algebra/kernels/2mm,-funsafe-math-optimizations ,-fno-guess-branch-probability ,-fno-ivopts ,-fno-tree-loop-optimize ,-fno-inline-functions ,X,-O2 ,2.3E-05,0.000562,15.829494,15.639486,0,16176
linear-algebra/kernels/2mm,-funsafe-math-optimizations ,-fno-guess-branch-probability ,-fno-ivopts ,-fno-tree-loop-optimize ,X,-funroll-all-loops ,-O2 ,2.1E-05,0.000512,15.776241,15.564893,0,16176
linear-algebra/kernels/2mm,-funsafe-math-optimizations ,-fno-guess-branch-probability ,-fno-ivopts ,X,-fno-inline-functions ,-funroll-all-loops ,-O2 ,2E-05,0.000486,15.835857,15.710859,0,16176
linear-algebra/kernels/2mm,-funsafe-math-optimizations ,-fno-guess-branch-probability ,X,-fno-tree-loop-optimize ,-fno-inline-functions ,-funroll-all-loops ,-O2 ,2.1E-05,0.000493,15.83343,15.820543,0,16176
linear-algebra/kernels/2mm,-funsafe-math-optimizations ,X,-fno-ivopts ,-fno-tree-loop-optimize ,-fno-inline-functions ,-funroll-all-loops ,-O2 ,2.1E-05,0.000529,16.453784,16.570072,0,16176
linear-algebra/kernels/2mm,X,-fno-guess-branch-probability ,-fno-ivopts ,-fno-tree-loop-optimize ,-fno-inline-functions ,-funroll-all-loops ,-O2 ,2.1E-05,0.000512,15.861811,15.832892,0,14744
linear-algebra/kernels/2mm,-funsafe-math-optimizations ,-fno-guess-branch-probability ,-fno-ivopts ,-fno-tree-loop-optimize ,-fno-inline-functions ,-funroll-all-loops ,-O2 ,2.1E-05,0.000514,14.968033,15.720159,0,16176
linear-algebra/kernels/3mm,X,X,X,X,X,X,X,3E-05,0.000876,27.958744,27.988793,0,18936
linear-algebra/kernels/3mm,-funsafe-math-optimizations ,X,X,X,X,X,X,3E-05,0.000865,27.936581,27.799412,0,20344
linear-algebra/kernels/3mm,X,-fno-guess-branch-probability ,X,X,X,X,X,3.2E-05,0.00087,27.897076,27.819783,0,18856
linear-algebra/kernels/3mm,X,X,-fno-ivopts ,X,X,X,X,3.6E-05,0.000955,29.128348,29.047137,0,18936
linear-algebra/kernels/3mm,X,X,X,-fno-tree-loop-optimize ,X,X,X,3.6E-05,0.000938,29.228295,29.029903,0,14792
linear-algebra/kernels/3mm,X,X,X,X,-fno-inline-functions ,X,X,3E-05,0.000887,28.008446,27.779417,0,18888
linear-algebra/kernels/3mm,X,X,X,X,X,-funroll-all-loops ,X,3.1E-05,0.000801,29.222363,28.684632,0,18936
linear-algebra/kernels/3mm,X,X,X,X,X,X,-O2 ,3E-05,0.000893,28.019713,27.816614,0,14744
linear-algebra/kernels/3mm,-funsafe-math-optimizations ,-fno-guess-branch-probability ,X,X,X,X,X,3.3E-05,0.000882,27.927084,27.901765,0,20264
linear-algebra/kernels/3mm,-funsafe-math-optimizations ,X,-fno-ivopts ,X,X,X,X,3.6E-05,0.000967,29.217734,29.18147,0,20344
linear-algebra/kernels/3mm,-funsafe-math-optimizations ,X,X,-fno-tree-loop-optimize ,X,X,X,3.7E-05,0.000966,29.326934,29.095353,0,16224
linear-algebra/kernels/3mm,-funsafe-math-optimizations ,X,X,X,-fno-inline-functions ,X,X,3E-05,0.000882,27.949256,27.790884,0,20296
linear-algebra/kernels/3mm,-funsafe-math-optimizations ,X,X,X,X,-funroll-all-loops ,X,3.1E-05,0.000796,29.618007,29.864728,0,20344
linear-algebra/kernels/3mm,-funsafe-math-optimizations ,X,X,X,X,X,-O2 ,3E-05,0.000855,27.894281,27.819232,0,16176
linear-algebra/kernels/3mm,X,-fno-guess-branch-probability ,-fno-ivopts ,X,X,X,X,3.7E-05,0.000987,29.214017,29.070983,0,18856
linear-algebra/kernels/3mm,X,-fno-guess-branch-probability ,X,-fno-tree-loop-optimize ,X,X,X,3.6E-05,0.000962,29.223069,28.992793,0,14712
linear-algebra/kernels/3mm,X,-fno-guess-branch-probability ,X,X,-fno-inline-functions ,X,X,3.2E-05,0.000871,27.970763,27.730381,0,18888
linear-algebra/kernels/3mm,X,-fno-guess-branch-probability ,X,X,X,-funroll-all-loops ,X,3.1E-05,0.000817,29.348598,29.174481,0,18856
linear-algebra/kernels/3mm,X,-fno-guess-branch-probability ,X,X,X,X,-O2 ,3.1E-05,0.000891,27.854817,27.824121,0,14744
linear-algebra/kernels/3mm,X,X,-fno-ivopts ,-fno-tree-loop-optimize ,X,X,X,3.6E-05,0.000943,29.143968,29.055777,0,14792
linear-algebra/kernels/3mm,X,X,-fno-ivopts ,X,-fno-inline-functions ,X,X,3.5E-05,0.000956,29.216226,29.015559,0,18888
linear-algebra/kernels/3mm,X,X,-fno-ivopts ,X,X,-funroll-all-loops ,X,3.2E-05,0.000825,29.308798,28.387988,0,18936
linear-algebra/kernels/3mm,X,X,-fno-ivopts ,X,X,X,-O2 ,3.4E-05,0.000991,29.206644,29.1522,0,14744
linear-algebra/kernels/3mm,X,X,X,-fno-tree-loop-optimize ,-fno-inline-functions ,X,X,3.6E-05,0.000963,29.292973,29.059795,0,14744
linear-algebra/kernels/3mm,X,X,X,-fno-tree-loop-optimize ,X,-funroll-all-loops ,X,3.3E-05,0.000847,28.606384,28.522975,0,18888
linear-algebra/kernels/3mm,X,X,X,-fno-tree-loop-optimize ,X,X,-O2 ,3.6E-05,0.00098,29.305869,29.162139,0,14744
linear-algebra/kernels/3mm,X,X,X,X,-fno-inline-functions ,-funroll-all-loops ,X,3.1E-05,0.000819,30.013355,29.445197,0,18888
linear-algebra/kernels/3mm,X,X,X,X,-fno-inline-functions ,X,-O2 ,3E-05,0.000861,28.002284,27.818334,0,14744
linear-algebra/kernels/3mm,X,X,X,X,X,-funroll-all-loops ,-O2 ,3.1E-05,0.000804,28.613137,28.635565,0,14744
linear-algebra/kernels/3mm,-funsafe-math-optimizations ,-fno-guess-branch-probability ,-fno-ivopts ,X,X,X,X,3.7E-05,0.000936,29.232482,29.113146,0,20264
linear-algebra/kernels/3mm,-funsafe-math-optimizations ,-fno-guess-branch-probability ,X,-fno-tree-loop-optimize ,X,X,X,3.5E-05,0.00095,29.320028,28.999852,0,16144
